# Time (s)	Gamma
    1392.9	    0.0810
    1393.2	    0.0810
    1393.5	    0.0810
    1393.8	    0.0810
    1394.1	    0.0810
    1394.4	    0.0810
    1394.7	    0.0810
    1395.0	    0.0810
    1395.3	    0.0809
    1395.6	    0.0809
    1395.9	    0.0809
    1396.2	    0.0809
    1396.5	    0.0809
    1396.8	    0.0810
    1397.1	    0.0810
    1397.4	    0.0810
    1397.7	    0.0810
    1398.0	    0.0810
    1398.3	    0.0810
    1398.6	    0.0810
    1398.9	    0.0810
    1399.2	    0.0810
    1399.5	    0.0810
    1399.8	    0.0810
    1400.1	    0.0809
    1400.4	    0.0809
    1400.7	    0.0809
    1401.0	    0.0809
    1401.3	    0.0809
    1401.6	    0.0809
    1401.9	    0.0809
    1402.2	    0.0810
    1402.5	    0.0810
    1402.8	    0.0810
    1403.1	    0.0810
    1403.4	    0.0810
    1403.7	    0.0810
    1404.0	    0.0810
    1404.3	    0.0810
    1404.6	    0.0810
    1404.9	    0.0810
    1405.2	    0.0810
    1405.5	    0.0810
    1405.8	    0.0809
    1406.1	    0.0809
    1406.4	    0.0809
    1406.7	    0.0809
    1407.0	    0.0809
    1407.3	    0.0809
    1407.6	    0.0809
    1407.9	    0.0809
    1408.2	    0.0809
    1408.5	    0.0809
    1408.8	    0.0808
    1409.1	    0.0808
    1409.4	    0.0808
    1409.7	    0.0809
    1410.0	    0.0809
    1410.3	    0.0809
    1410.6	    0.0809
    1410.9	    0.0809
    1411.2	    0.0809
    1411.5	    0.0809
    1411.8	    0.0809
    1412.1	    0.0809
    1412.4	    0.0809
    1412.7	    0.0809
    1413.0	    0.0809
    1413.3	    0.0809
    1413.6	    0.0809
    1413.9	    0.0809
    1414.2	    0.0809
    1414.5	    0.0809
    1414.8	    0.0808
    1415.1	    0.0808
    1415.4	    0.0808
    1415.7	    0.0808
    1416.0	    0.0808
    1416.3	    0.0809
    1416.6	    0.0809
    1416.9	    0.0809
    1417.2	    0.0809
    1417.5	    0.0809
    1417.8	    0.0809
    1418.1	    0.0809
    1418.4	    0.0809
    1418.7	    0.0809
    1419.0	    0.0809
    1419.3	    0.0809
    1419.6	    0.0809
    1419.9	    0.0809
    1420.2	    0.0809
    1420.5	    0.0809
    1420.8	    0.0809
    1421.1	    0.0808
    1421.4	    0.0808
    1421.7	    0.0808
    1422.0	    0.0808
    1422.3	    0.0808
    1422.6	    0.0808
    1422.9	    0.0807
    1423.2	    0.0807
    1423.5	    0.0807
    1423.8	    0.0808
    1424.1	    0.0808
    1424.4	    0.0808
    1424.7	    0.0809
    1425.0	    0.0809
    1425.3	    0.0809
    1425.6	    0.0809
    1425.9	    0.0809
    1426.2	    0.0809
    1426.5	    0.0809
    1426.8	    0.0809
    1427.1	    0.0809
    1427.4	    0.0808
    1427.7	    0.0808
    1428.0	    0.0808
    1428.3	    0.0808
    1428.6	    0.0808
    1428.9	    0.0808
    1429.2	    0.0807
    1429.5	    0.0807
    1429.8	    0.0807
    1430.1	    0.0808
    1430.4	    0.0808
    1430.7	    0.0808
    1431.0	    0.0808
    1431.3	    0.0808
    1431.6	    0.0808
    1431.9	    0.0808
    1432.2	    0.0808
    1432.5	    0.0808
    1432.8	    0.0808
    1433.1	    0.0808
    1433.4	    0.0808
    1433.7	    0.0808
    1434.0	    0.0808
    1434.3	    0.0808
    1434.6	    0.0808
    1434.9	    0.0808
    1435.2	    0.0808
    1435.5	    0.0808
    1435.8	    0.0808
    1436.1	    0.0808
    1436.4	    0.0808
    1436.7	    0.0808
    1437.0	    0.0808
    1437.3	    0.0808
    1437.6	    0.0808
    1437.9	    0.0808
    1438.2	    0.0808
    1438.5	    0.0807
    1438.8	    0.0807
    1439.1	    0.0807
    1439.4	    0.0807
    1439.7	    0.0807
    1440.0	    0.0807
    1440.3	    0.0807
    1440.6	    0.0808
    1440.9	    0.0808
    1441.2	    0.0808
    1441.5	    0.0808
    1441.8	    0.0808
    1442.1	    0.0808
    1442.4	    0.0808
    1442.7	    0.0808
    1443.0	    0.0808
    1443.3	    0.0807
    1443.6	    0.0808
    1443.9	    0.0807
    1444.2	    0.0807
    1444.5	    0.0807
    1444.8	    0.0807
    1445.1	    0.0807
    1445.4	    0.0807
    1445.7	    0.0806
    1446.0	    0.0806
    1446.3	    0.0807
    1446.6	    0.0807
    1446.9	    0.0807
    1447.2	    0.0807
    1447.5	    0.0807
    1447.8	    0.0807
    1448.1	    0.0807
    1448.4	    0.0807
    1448.7	    0.0807
    1449.0	    0.0807
    1449.3	    0.0807
    1449.6	    0.0807
    1449.9	    0.0807
    1450.2	    0.0807
    1450.5	    0.0807
    1450.8	    0.0807
    1451.1	    0.0807
    1451.4	    0.0807
    1451.7	    0.0807
    1452.0	    0.0807
    1452.3	    0.0807
    1452.6	    0.0807
    1452.9	    0.0807
    1453.2	    0.0807
    1453.5	    0.0807
    1453.8	    0.0806
    1454.1	    0.0806
    1454.4	    0.0807
    1454.7	    0.0807
    1455.0	    0.0807
    1455.3	    0.0807
    1455.6	    0.0807
    1455.9	    0.0807
    1456.2	    0.0807
    1456.5	    0.0807
    1456.8	    0.0807
    1457.1	    0.0807
    1457.4	    0.0807
    1457.7	    0.0807
    1458.0	    0.0807
    1458.3	    0.0807
    1458.6	    0.0807
    1458.9	    0.0807
    1459.2	    0.0807
    1459.5	    0.0807
    1459.8	    0.0807
    1460.1	    0.0807
    1460.4	    0.0807
    1460.7	    0.0807
    1461.0	    0.0807
    1461.3	    0.0807
    1461.6	    0.0806
    1461.9	    0.0806
    1462.2	    0.0806
    1462.5	    0.0806
    1462.8	    0.0806
    1463.1	    0.0806
    1463.4	    0.0806
    1463.7	    0.0807
    1464.0	    0.0807
    1464.3	    0.0807
    1464.6	    0.0807
    1464.9	    0.0807
    1465.2	    0.0807
    1465.5	    0.0807
    1465.8	    0.0807
    1466.1	    0.0807
    1466.4	    0.0807
    1466.7	    0.0807
    1467.0	    0.0807
    1467.3	    0.0807
    1467.6	    0.0806
    1467.9	    0.0807
    1468.2	    0.0806
    1468.5	    0.0806
    1468.8	    0.0806
    1469.1	    0.0806
    1469.4	    0.0806
    1469.7	    0.0806
    1470.0	    0.0806
    1470.3	    0.0806
    1470.6	    0.0806
    1470.9	    0.0806
    1471.2	    0.0806
    1471.5	    0.0806
    1471.8	    0.0806
    1472.1	    0.0806
    1472.4	    0.0806
    1472.7	    0.0806
    1473.0	    0.0806
    1473.3	    0.0806
    1473.6	    0.0806
    1473.9	    0.0806
    1474.2	    0.0806
    1474.5	    0.0806
    1474.8	    0.0806
    1475.1	    0.0808
    1475.4	    0.0880
    1475.7	    0.1052
    1476.0	    0.1189
    1476.3	    0.1266
    1476.6	    0.1314
    1476.9	    0.1348
    1477.2	    0.1363
    1477.5	    0.1369
    1477.8	    0.1367
    1478.1	    0.1361
    1478.4	    0.1351
    1478.7	    0.1339
    1479.0	    0.1326
    1479.3	    0.1311
    1479.6	    0.1296
    1479.9	    0.1280
    1480.2	    0.1266
    1480.5	    0.1252
    1480.8	    0.1236
    1481.1	    0.1223
    1481.4	    0.1210
    1481.7	    0.1196
    1482.0	    0.1184
    1482.3	    0.1171
    1482.6	    0.1160
    1482.9	    0.1150
    1483.2	    0.1139
    1483.5	    0.1129
    1483.8	    0.1121
    1484.1	    0.1112
    1484.4	    0.1104
    1484.7	    0.1095
    1485.0	    0.1088
    1485.3	    0.1081
    1485.6	    0.1073
    1485.9	    0.1067
    1486.2	    0.1061
    1486.5	    0.1054
    1486.8	    0.1049
    1487.1	    0.1042
    1487.4	    0.1037
    1487.7	    0.1032
    1488.0	    0.1026
    1488.3	    0.1021
    1488.6	    0.1016
    1488.9	    0.1011
    1489.2	    0.1007
    1489.5	    0.1003
    1489.8	    0.0999
    1490.1	    0.0995
    1490.4	    0.0991
    1490.7	    0.0987
    1491.0	    0.0984
    1491.3	    0.0981
    1491.6	    0.0978
    1491.9	    0.0975
    1492.2	    0.0972
    1492.5	    0.0969
    1492.8	    0.0966
    1493.1	    0.0964
    1493.4	    0.0961
    1493.7	    0.0958
    1494.0	    0.0956
    1494.3	    0.0953
    1494.6	    0.0950
    1494.9	    0.0948
    1495.2	    0.0945
    1495.5	    0.0943
    1495.8	    0.0941
    1496.1	    0.0939
    1496.4	    0.0936
    1496.7	    0.0934
    1497.0	    0.0932
    1497.3	    0.0930
    1497.6	    0.0928
    1497.9	    0.0926
    1498.2	    0.0925
    1498.5	    0.0923
    1498.8	    0.0921
    1499.1	    0.0919
    1499.4	    0.0917
    1499.7	    0.0916
    1500.0	    0.0915
    1500.3	    0.0913
    1500.6	    0.0912
    1500.9	    0.0911
    1501.2	    0.0909
    1501.5	    0.0908
    1501.8	    0.0906
    1502.1	    0.0905
    1502.4	    0.0904
    1502.7	    0.0903
    1503.0	    0.0901
    1503.3	    0.0900
    1503.6	    0.0899
    1503.9	    0.0898
    1504.2	    0.0896
    1504.5	    0.0895
    1504.8	    0.0894
    1505.1	    0.0893
    1505.4	    0.0892
    1505.7	    0.0891
    1506.0	    0.0890
    1506.3	    0.0889
    1506.6	    0.0888
    1506.9	    0.0887
    1507.2	    0.0885
    1507.5	    0.0885
    1507.8	    0.0884
    1508.1	    0.0883
    1508.4	    0.0883
    1508.7	    0.0882
    1509.0	    0.0882
    1509.3	    0.0881
    1509.6	    0.0880
    1509.9	    0.0879
    1510.2	    0.0878
    1510.5	    0.0878
    1510.8	    0.0877
    1511.1	    0.0876
    1511.4	    0.0875
    1511.7	    0.0875
    1512.0	    0.0874
    1512.3	    0.0873
    1512.6	    0.0873
    1512.9	    0.0872
    1513.2	    0.0871
    1513.5	    0.0871
    1513.8	    0.0870
    1514.1	    0.0869
    1514.4	    0.0869
    1514.7	    0.0868
    1515.0	    0.0868
    1515.3	    0.0867
    1515.6	    0.0867
    1515.9	    0.0866
    1516.2	    0.0866
    1516.5	    0.0865
    1516.8	    0.0865
    1517.1	    0.0864
    1517.4	    0.0864
    1517.7	    0.0863
    1518.0	    0.0863
    1518.3	    0.0862
    1518.6	    0.0862
    1518.9	    0.0861
    1519.2	    0.0861
    1519.5	    0.0860
    1519.8	    0.0860
    1520.1	    0.0860
    1520.4	    0.0859
    1520.7	    0.0859
    1521.0	    0.0858
    1521.3	    0.0858
    1521.6	    0.0858
    1521.9	    0.0857
    1522.2	    0.0857
    1522.5	    0.0856
    1522.8	    0.0856
    1523.1	    0.0856
    1523.4	    0.0855
    1523.7	    0.0855
    1524.0	    0.0855
    1524.3	    0.0854
    1524.6	    0.0854
    1524.9	    0.0854
    1525.2	    0.0853
    1525.5	    0.0853
    1525.8	    0.0852
    1526.1	    0.0852
    1526.4	    0.0851
    1526.7	    0.0851
    1527.0	    0.0851
    1527.3	    0.0851
    1527.6	    0.0851
    1527.9	    0.0851
    1528.2	    0.0851
    1528.5	    0.0850
    1528.8	    0.0850
    1529.1	    0.0850
    1529.4	    0.0849
    1529.7	    0.0849
    1530.0	    0.0849
    1530.3	    0.0849
    1530.6	    0.0848
    1530.9	    0.0848
    1531.2	    0.0848
    1531.5	    0.0848
    1531.8	    0.0847
    1532.1	    0.0847
    1532.4	    0.0847
    1532.7	    0.0847
    1533.0	    0.0846
    1533.3	    0.0846
    1533.6	    0.0846
    1533.9	    0.0846
    1534.2	    0.0845
    1534.5	    0.0845
    1534.8	    0.0845
    1535.1	    0.0845
    1535.4	    0.0844
    1535.7	    0.0844
    1536.0	    0.0843
    1536.3	    0.0843
    1536.6	    0.0843
    1536.9	    0.0843
    1537.2	    0.0843
    1537.5	    0.0843
    1537.8	    0.0843
    1538.1	    0.0843
    1538.4	    0.0843
    1538.7	    0.0843
    1539.0	    0.0842
    1539.3	    0.0842
    1539.6	    0.0842
    1539.9	    0.0842
    1540.2	    0.0842
    1540.5	    0.0841
    1540.8	    0.0841
    1541.1	    0.0841
    1541.4	    0.0841
    1541.7	    0.0841
    1542.0	    0.0841
    1542.3	    0.0840
    1542.6	    0.0840
    1542.9	    0.0840
    1543.2	    0.0840
    1543.5	    0.0840
    1543.8	    0.0840
    1544.1	    0.0839
    1544.4	    0.0839
    1544.7	    0.0839
    1545.0	    0.0839
    1545.3	    0.0839
    1545.6	    0.0839
    1545.9	    0.0838
    1546.2	    0.0838
    1546.5	    0.0838
    1546.8	    0.0837
    1547.1	    0.0837
    1547.4	    0.0837
    1547.7	    0.0837
    1548.0	    0.0837
    1548.3	    0.0838
    1548.6	    0.0838
    1548.9	    0.0838
    1549.2	    0.0837
    1549.5	    0.0837
    1549.8	    0.0837
    1550.1	    0.0837
    1550.4	    0.0837
    1550.7	    0.0837
    1551.0	    0.0837
    1551.3	    0.0836
    1551.6	    0.0836
    1551.9	    0.0836
    1552.2	    0.0836
    1552.5	    0.0836
    1552.8	    0.0836
    1553.1	    0.0836
    1553.4	    0.0835
    1553.7	    0.0835
    1554.0	    0.0835
    1554.3	    0.0835
    1554.6	    0.0835
    1554.9	    0.0835
    1555.2	    0.0835
    1555.5	    0.0835
    1555.8	    0.0834
    1556.1	    0.0834
    1556.4	    0.0834
    1556.7	    0.0833
    1557.0	    0.0833
    1557.3	    0.0833
    1557.6	    0.0834
    1557.9	    0.0834
    1558.2	    0.0834
    1558.5	    0.0834
    1558.8	    0.0834
    1559.1	    0.0834
    1559.4	    0.0834
    1559.7	    0.0834
    1560.0	    0.0833
    1560.3	    0.0833
    1560.6	    0.0833
    1560.9	    0.0833
    1561.2	    0.0833
    1561.5	    0.0833
    1561.8	    0.0833
    1562.1	    0.0833
    1562.4	    0.0832
    1562.7	    0.0832
    1563.0	    0.0832
    1563.3	    0.0832
    1563.6	    0.0832
    1563.9	    0.0832
    1564.2	    0.0832
    1564.5	    0.0832
    1564.8	    0.0831
    1565.1	    0.0831
    1565.4	    0.0831
    1565.7	    0.0831
    1566.0	    0.0831
    1566.3	    0.0831
    1566.6	    0.0831
    1566.9	    0.0831
    1567.2	    0.0831
    1567.5	    0.0831
    1567.8	    0.0831
    1568.1	    0.0831
    1568.4	    0.0830
    1568.7	    0.0830
    1569.0	    0.0830
    1569.3	    0.0830
    1569.6	    0.0830
    1569.9	    0.0830
    1570.2	    0.0830
    1570.5	    0.0830
    1570.8	    0.0830
    1571.1	    0.0830
    1571.4	    0.0830
    1571.7	    0.0830
    1572.0	    0.0830
    1572.3	    0.0830
    1572.6	    0.0830
    1572.9	    0.0830
    1573.2	    0.0830
    1573.5	    0.0829
    1573.8	    0.0829
    1574.1	    0.0829
    1574.4	    0.0829
    1574.7	    0.0829
    1575.0	    0.0829
    1575.3	    0.0829
    1575.6	    0.0829
    1575.9	    0.0828
    1576.2	    0.0828
    1576.5	    0.0828
    1576.8	    0.0828
    1577.1	    0.0828
    1577.4	    0.0828
    1577.7	    0.0828
    1578.0	    0.0828
    1578.3	    0.0828
    1578.6	    0.0829
    1578.9	    0.0829
    1579.2	    0.0829
    1579.5	    0.0829
    1579.8	    0.0829
    1580.1	    0.0829
    1580.4	    0.0828
    1580.7	    0.0828
    1581.0	    0.0827
    1581.3	    0.0827
    1581.6	    0.0827
    1581.9	    0.0827
    1582.2	    0.0827
    1582.5	    0.0827
    1582.8	    0.0827
    1583.1	    0.0828
    1583.4	    0.0828
    1583.7	    0.0828
    1584.0	    0.0828
    1584.3	    0.0827
    1584.6	    0.0827
    1584.9	    0.0827
    1585.2	    0.0826
    1585.5	    0.0826
    1585.8	    0.0826
    1586.1	    0.0826
    1586.4	    0.0826
    1586.7	    0.0826
    1587.0	    0.0826
    1587.3	    0.0826
    1587.6	    0.0826
    1587.9	    0.0827
    1588.2	    0.0827
    1588.5	    0.0827
    1588.8	    0.0827
    1589.1	    0.0827
    1589.4	    0.0827
    1589.7	    0.0827
    1590.0	    0.0827
    1590.3	    0.0827
    1590.6	    0.0827
    1590.9	    0.0827
    1591.2	    0.0826
    1591.5	    0.0826
    1591.8	    0.0826
    1592.1	    0.0825
    1592.4	    0.0825
    1592.7	    0.0825
    1593.0	    0.0825
    1593.3	    0.0825
    1593.6	    0.0825
    1593.9	    0.0825
    1594.2	    0.0825
    1594.5	    0.0825
    1594.8	    0.0825
    1595.1	    0.0825
    1595.4	    0.0825
    1595.7	    0.0826
    1596.0	    0.0826
    1596.3	    0.0826
    1596.6	    0.0826
    1596.9	    0.0826
    1597.2	    0.0825
    1597.5	    0.0825
    1597.8	    0.0825
    1598.1	    0.0824
    1598.4	    0.0824
    1598.7	    0.0824
    1599.0	    0.0824
    1599.3	    0.0824
    1599.6	    0.0824
    1599.9	    0.0824
    1600.2	    0.0824
    1600.5	    0.0824
    1600.8	    0.0824
    1601.1	    0.0824
    1601.4	    0.0824
    1601.7	    0.0824
    1602.0	    0.0824
    1602.3	    0.0824
    1602.6	    0.0824
    1602.9	    0.0824
    1603.2	    0.0825
    1603.5	    0.0825
    1603.8	    0.0825
    1604.1	    0.0824
    1604.4	    0.0824
    1604.7	    0.0824
    1605.0	    0.0824
    1605.3	    0.0823
    1605.6	    0.0823
    1605.9	    0.0823
    1606.2	    0.0823
    1606.5	    0.0823
    1606.8	    0.0823
    1607.1	    0.0823
    1607.4	    0.0823
    1607.7	    0.0823
    1608.0	    0.0823
    1608.3	    0.0823
    1608.6	    0.0823
    1608.9	    0.0823
    1609.2	    0.0824
    1609.5	    0.0824
    1609.8	    0.0824
    1610.1	    0.0824
    1610.4	    0.0824
    1610.7	    0.0823
    1611.0	    0.0823
    1611.3	    0.0823
    1611.6	    0.0823
    1611.9	    0.0823
    1612.2	    0.0822
    1612.5	    0.0822
    1612.8	    0.0822
    1613.1	    0.0822
    1613.4	    0.0822
    1613.7	    0.0822
    1614.0	    0.0822
    1614.3	    0.0822
    1614.6	    0.0822
    1614.9	    0.0822
    1615.2	    0.0822
    1615.5	    0.0822
    1615.8	    0.0822
    1616.1	    0.0822
    1616.4	    0.0822
    1616.7	    0.0823
    1617.0	    0.0823
    1617.3	    0.0823
    1617.6	    0.0823
    1617.9	    0.0822
    1618.2	    0.0822
    1618.5	    0.0822
    1618.8	    0.0822
    1619.1	    0.0822
    1619.4	    0.0822
    1619.7	    0.0822
    1620.0	    0.0822
    1620.3	    0.0822
    1620.6	    0.0822
    1620.9	    0.0822
    1621.2	    0.0821
    1621.5	    0.0821
    1621.8	    0.0821
    1622.1	    0.0821
    1622.4	    0.0821
    1622.7	    0.0821
    1623.0	    0.0821
    1623.3	    0.0821
    1623.6	    0.0821
    1623.9	    0.0821
    1624.2	    0.0821
    1624.5	    0.0821
    1624.8	    0.0821
    1625.1	    0.0822
    1625.4	    0.0822
    1625.7	    0.0822
    1626.0	    0.0822
    1626.3	    0.0822
    1626.6	    0.0822
    1626.9	    0.0821
    1627.2	    0.0821
    1627.5	    0.0821
    1627.8	    0.0821
    1628.1	    0.0821
    1628.4	    0.0820
    1628.7	    0.0820
    1629.0	    0.0820
    1629.3	    0.0820
    1629.6	    0.0820
    1629.9	    0.0820
    1630.2	    0.0821
    1630.5	    0.0821
    1630.8	    0.0821
    1631.1	    0.0821
    1631.4	    0.0821
    1631.7	    0.0821
    1632.0	    0.0821
    1632.3	    0.0821
    1632.6	    0.0820
    1632.9	    0.0820
    1633.2	    0.0820
    1633.5	    0.0820
    1633.8	    0.0820
    1634.1	    0.0820
    1634.4	    0.0820
    1634.7	    0.0820
    1635.0	    0.0820
    1635.3	    0.0820
    1635.6	    0.0820
    1635.9	    0.0821
    1636.2	    0.0821
    1636.5	    0.0821
    1636.8	    0.0821
    1637.1	    0.0820
    1637.4	    0.0820
    1637.7	    0.0820
    1638.0	    0.0820
    1638.3	    0.0820
    1638.6	    0.0820
    1638.9	    0.0820
    1639.2	    0.0820
    1639.5	    0.0820
    1639.8	    0.0819
    1640.1	    0.0820
    1640.4	    0.0820
    1640.7	    0.0820
    1641.0	    0.0820
    1641.3	    0.0819
    1641.6	    0.0820
    1641.9	    0.0820
    1642.2	    0.0820
    1642.5	    0.0820
    1642.8	    0.0820
    1643.1	    0.0820
    1643.4	    0.0820
    1643.7	    0.0820
    1644.0	    0.0820
    1644.3	    0.0819
    1644.6	    0.0819
    1644.9	    0.0819
    1645.2	    0.0819
    1645.5	    0.0819
    1645.8	    0.0819
    1646.1	    0.0819
    1646.4	    0.0819
    1646.7	    0.0819
    1647.0	    0.0819
    1647.3	    0.0819
    1647.6	    0.0819
    1647.9	    0.0819
    1648.2	    0.0819
    1648.5	    0.0819
    1648.8	    0.0819
    1649.1	    0.0819
    1649.4	    0.0819
    1649.7	    0.0819
    1650.0	    0.0819
    1650.3	    0.0820
    1650.6	    0.0820
    1650.9	    0.0820
    1651.2	    0.0819
    1651.5	    0.0819
    1651.8	    0.0819
    1652.1	    0.0819
    1652.4	    0.0819
    1652.7	    0.0818
    1653.0	    0.0818
    1653.3	    0.0818
    1653.6	    0.0818
    1653.9	    0.0818
    1654.2	    0.0818
    1654.5	    0.0818
    1654.8	    0.0818
    1655.1	    0.0819
    1655.4	    0.0819
    1655.7	    0.0819
    1656.0	    0.0819
    1656.3	    0.0819
    1656.6	    0.0819
    1656.9	    0.0819
